Movie Hebrew name,Movie name,Extra name,Year,Movie type,Grade,Lead actor\ess,Language
הבית על הגבעה הרדופה,House on Haunted Hill,,1999,Horror,Less,Ali Larter,English
בואנה ויסטה קלאב,Buena Vista Social Club,,1999,Documentry,OK,,Spanish
,A Walk on the Moon,,1999,Drama,OK,Diane Lane,English
אמריקן ביוטי,American Beauty,,1999,Drama,Very good,Kevin Spacey,English
,Anywhere But Here,,1999,Drama,OK,Natalie Portman,English
בנים אינם בוכים,Boys Don't Cry,,1999,Drama,Good,Hilary Swank,English
ארמון של סורגים,Brokedown Palace,,1999,Drama,Good,Claire Danes,English
עיניים עצומות לרווחה,Eyes Wide Shut,,1999,Drama,OK,Nicole Kidman,English
,"Girl, Interrupted",,1999,Drama,Less,Winona Ryder,English
מגנוליה,Magnolia,,1999,Drama,OK,Julianne Moore,English
שמי אוקטובר,October Sky,,1999,Drama,Good,Jake Gyllenhaal,English
שודדי עמק הסיליקון,Pirates of Silicon Valley,,1999,Drama,Less,Noah Wyle,English
,Sunshine,,1999,Drama,OK,Ralph Fiennes,English
תקנות בית השיכר,The Cider House Rules,,1999,Drama,OK,Michael Caine,English
הצד העמוק של האוקיינוס,The Deep End of the Ocean,,1999,Drama,OK,Michelle Pfeiffer,English
סוף הרומן,The End of the Affair,,1999,Drama,Less,Julianne Moore,English
גרין מייל,The Green Mile,,1999,Drama,Good,Tom Hanks,English
סיפור פשוט,The Straight Story,,1999,Drama,Less,,English
חמש ילדות יפות,The Virgin Suicides,,1999,Drama,Less,Kirsten Dunst,English
הכל אודות אמא,Todo Sobre Mi Madre,All About My Mother,1999,Drama,Less,Penélope Cruz,Spanish
צומת וולקן,צומת וולקן,,1999,Drama,Less,,Hebrew
להיות ג'ון מלקוביץ',Being John Malkovich,,1999,Drama,Less,John Cusack,English
יעקב השקרן,Jakob the Liar ,,1999,Drama,Good,Robin Williams,English
,Life,,1999,Drama,Less,Eddie Murphy,English
איש על הירח,Man on the Moon,,1999,Drama,OK,Jim Carrey,English
מגדל פיקוח,Pushing Tin,,1999,Drama,OK,John Cusack,English
אפילו לא אחד פחות,Yi Ge Dou Bu Neng Shao,Not One Less,1999,Drama,Less,,Asian
חשבון השטן,The Devil's Arithmetic,,1999,Drama,OK,Kirsten Dunst,English
יום ראשון הגדול,Any Given Sunday,,1999,Drama,Good,Al Pacino,English
,Beowulf,,1999,Adventure,Less,Christopher Lambert,English
סליפי הולו,Sleepy Hollow,,1999,Adventure,Good,Johnny Depp,English
הלוחם ה-13,The 13th Warrior,,1999,Adventure,Good,Antonio Banderas,English
ז'אן דארק,The Messenger: The Story of Joan of Arc,,1999,Adventure,Good,Milla Jovovich,English
המומיה,The Mummy,,1999,Adventure,Very good,Brendan Fraser,English
שלושה מלכים,Three Kings,,1999,Adventure,OK,George Clooney,English
פרוע על המערב,Wild Wild West,,1999,Adventure,OK,Will Smith,English
מבצע סבתא,מבצע סבתא,,1999,Israeli,Good,Rami Heuberger,Hebrew
קדוש,קדוש,Sacred,1999,Israeli,OK,Yaël Abecassis,Hebrew
,Babylon 5: A Call to Arms,,1999,SF,OK,,English
איש המאתיים,Bicentennial Man,,1999,SF,Good,Robin Williams,English
אקזיסטנז,eXistenZ,,1999,SF,Less,Jennifer Jason Leigh,English
כיבוש הגלקסיה,Galaxy Quest,,1999,SF,Good,Tim Allen,English
אנשי המסתורין,Mystery Men,,1999,SF,OK,Ben Stiller,English
מלחמת הכוכבים: פרק 1 - אימת הפנטום,Star Wars: Episode I - The Phantom Menace,,1999,SF,Good,Natalie Portman,English
מטריקס,The Matrix,,1999,SF,Very good,Keanu Reeves,English
הקומה ה-13,The Thirteenth Floor,,1999,SF,OK,,English
מתוק ומרושע,Sweet and Lowdown,,1999,Musical,OK,Woody Allen,English
8 מ''מ,8mm,,1999,Thriller,Good,Nicolas Cage,English
רב מכר לרצח,A Murder of Crows,,1999,Thriller,OK,Tom Berenger,English
סכנה ברחוב ארלינגטון,Arlington Road,,1999,Thriller,OK,Jeff Bridges,English
רצח מן העבר,Dead Again,,1999,Thriller,Good,Kenneth Branagh,English
סיכון כפול,Double Jeopardy,,1999,Thriller,Good,Tommy Lee Jones,English
מילכוד,Entrapment,,1999,Thriller,OK,Sean Connery,English
גו,Go,,1999,Thriller,Less,Katie Holmes,English
אינסטינקט,Instinct,,1999,Thriller,OK,Cuba Gooding Jr.,English
פייבאק,Payback,,1999,Thriller,Less,Mel Gibson,English
אספן העצמות,The Bone Collector,,1999,Thriller,Very good,Denzel Washington,English
בת הגנרל,The General's Daughter,,1999,Thriller,Very good,John Travolta,English
המקור,The Insider,,1999,Thriller,Good,Al Pacino,English
,The Limey,,1999,Thriller,Less,,English
החוש השישי,The Sixth Sense,,1999,Thriller,Very good,Bruce Willis,English
הכשרון של מר ריפלי,The Talented Mr. Ripley,,1999,Thriller,OK,Matt Damon,English
השוד המושלם,The Thomas Crown Affair,,1999,Thriller,OK,Pierce Brosnan,English
פשע אמיתי,True Crime,,1999,Thriller,Good,Clint Eastwood,English
,Two Hands,,1999,Thriller,OK,,English
השוחה,The Trench,,1999,War,Less,Daniel Craig,English
פנטסיה 2000,Fantasia 2000,,1999,Animated,OK,,English
סאות' פארק - הסרט,South Park: Bigger Longer & Uncut,,1999,Animated,Good,,English
טרזן,Tarzan,,1999,Animated,Great,,English
ענק הברזל,The Iron Giant,,1999,Animated,OK,,English
,The Old Man and the Sea,,1999,Animated,Less,,English
צעצוע של סיפור 2,Toy Story 2,,1999,Animated,Very good,,English
המפקח גאדג'ט,Inspector Gadget,,1999,Family,Good,Matthew Broderick,English
חבובות בחלל,Muppets From Space,,1999,Family,Good,,English
פצפונת ואנטון,Pünktchen und Anton,Annaluise & Anton ,1999,Family,OK,,German
הרפתקאותיו של סטיוארט ליטל,Stuart Little,,1999,Family,Good,Geena Davis,English
סוף העולם,End of Days,,1999,Action,OK,Arnold Schwarzenegger,English
מועדון קרב,Fight Club,,1999,Action,Very good,Brad Pitt,English
הקדושים מבוסטון,The Boondock Saints,,1999,Action,Good,Willem Dafoe,English
007 - העולם אינו מספיק,The World is not Enough,,1999,Action,Good,Pierce Brosnan,English
בואו נדבר על זה,Analyze This,,1999,Comedy,Good,Billy Crystal,English
אוסטין פאוארס: המרגל שתקע אותי,Austin Powers: The Spy Who Shagged Me,,1999,Comedy,Good,Mike Myers,English
ביג דדי,Big Daddy,,1999,Comedy,OK,Adam Sandler,English
שחק אותה סטאר,Bowfinger,,1999,Comedy,Good,Eddie Murphy,English
,Chris Rock: Bigger & Blacker,,1999,Comedy,Good,Chris Rock,English
,Crazy in Alabama,,1999,Comedy,OK,Melanie Griffith,English
,Dick,,1999,Comedy,Less,Kirsten Dunst,English
דוגמה,Dogma,,1999,Comedy,Less,Matt Damon,English
יופי מקומי,Drop Dead Gorgeous,,1999,Comedy,Good,Amy Adams,English
מזרח הוא מזרח,East Is East,,1999,Comedy,Less,,English
החיים בשידור חי,EdTV,,1999,Comedy,OK,Woody Harrelson,English
מהומה במשרד,Office Space,,1999,Comedy,Less,Jennifer Aniston,English
פגז מן העבר,Blast from the Past,,1999,Comedy,Very good,Brendan Fraser,English
מיקי עיניים כחולות,Mickey Blue Eyes,,1999,Comedy,OK,Hugh Grant,English
אף פעם לא התנשקה,Never Been Kissed,,1999,Comedy,OK,Drew Barrymore,English
נוטינג היל,Notting Hill,,1999,Comedy,Very good,Julia Roberts,English
תפוס את הכלה,Runaway Bride,,1999,Comedy,OK,Julia Roberts,English
,She's All That,,1999,Comedy,OK,,English
אמריקן פאי,American Pie,,1999,Comedy,Good,Jason Biggs,English
דטרויט רוק סיטי,Detroit Rock City,,1999,Comedy,Less,,English
הנוכל המבריק,Blue Streak,,1999,Comedy,Good,Martin Lawrence,English
המעקב,The Watcher,,2000,Horror,Pass,Keanu Reeves,English
,Michael Jordan to the Max,,2000,Documentry,Good,Michael Jordan,English
כמעט מפורסמים,Almost Famous,,2000,Drama,Good,Kate Hudson,English
אהבה נושכת,Amores perros,,2000,Drama,Pass,,Spanish
,Baise-moi,Fuck Me,2000,Drama,Less,,French
בילי אליוט,Billy Elliot,,2000,Drama,Great,,English
,Camera,,2000,Drama,Less,,English
להתחיל מחדש,Cast Away,,2000,Drama,Good,Tom Hanks,English
לחיות על הקצה,Code Inconnu: Récit Incomplet de Divers Voyages,,2000,Drama,Less,Juliette Binoche,French
לחיות על הקצה,Code Inconnu: Récit Incomplet de Divers Voyages,Code Unknown,2000,Drama,Less,Juliette Binoche,French
רוקדת בחשיכה,Dancer in the Dark,,2000,Drama,Less,Björk,English
ארין ברוקוביץ',Erin Brockovich,,2000,Drama,Very good,Julia Roberts,English
למצוא את פורסטר,Finding Forrester,,2000,Drama,Very good,Sean Connery,English
,Malèna,,2000,Drama,Less,,Italian
גברים עם כבוד,Men of Honor,,2000,Drama,Good,Cuba Gooding Jr.,English
תעביר את זה הלאה,Pay It Forward,,2000,Drama,Very good,Kevin Spacey,English
רקוויאם לחלום,Requiem for a Dream,,2000,Drama,Less,Jennifer Connelly,English
המועמדת,The Contender,,2000,Drama,OK,Gary Oldman,English
,The Goddess of 1967,,2000,Drama,Less,,English
ההסדר,ההסדר,,2000,Drama,OK,Aki Avni,Hebrew
משחקי פיתוי 2,Cruel Intentions 2,,2000,Drama,Less,Amy Adams,English
שיחה ממתינה,Hanging Up,,2000,Drama,OK,Meg Ryan,English
נאמנות גבוהה,High Fidelity,,2000,Drama,OK,John Cusack,English
,How to Kill Your Neighbor's Dog,,2000,Drama,OK,Robin Wright,English
קפטן פנטלאון והשרותים המיוחדים,Pantaleón y Las Visitadoras,Captain Pantoja and the Special Services,2000,Drama,OK,,Spanish
,Return to Me,,2000,Drama,OK,Minnie Driver,English
להציל את גרייס,Saving Grace,,2000,Drama,Good,,English
סטייט פינת מיין,State and Main,,2000,Drama,Less,Sarah Jessica Parker,English
מפתח הלב,Where the Heart Is,,2000,Drama,OK,Natalie Portman,English
קו אורך,Longitude,,2000,Drama,Less,,English
לזכור את הטיטאנים,Remember the Titans,,2000,Drama,OK,Denzel Washington,English
משחק החיים,The Legend of Bagger Vance,,2000,Drama,Good,Will Smith,English
ספייס קאובויס,Space Cowboys,,2000,Adventure,Very good,Clint Eastwood,English
הממלכה העשירית,The 10th Kingdom,,2000,Adventure,Less,,English
הסערה המושלמת,The Perfect Storm,,2000,Adventure,Good,George Clooney,English
כיכר החלומות,כיכר החלומות,,2000,Israeli,Less,Ayelet Zurer,Hebrew
משהו טוטאלי,משהו טוטאלי,Total Love,2000,Israeli,Less,Maor Cohen,Hebrew
הקרב על כדור הארץ,Battlefield Earth,Battlefield Earth A Saga Of The Year 3000,2000,SF,Good,John Travolta,English
חולית,Dune,Frank Herbert's Dune,2000,SF,Good,,English
מבוכים ודרקונים,Dungeons & Dragons,,2000,SF,Less,,English
תדר גבוה,Frequency,,2000,SF,Less,Dennis Quaid,English
איש הנצח 4: סוף המשחק,Highlander: Endgame,,2000,SF,Less,Christopher Lambert,English
המשימה: מאדים,Mission to Mars,,2000,SF,OK,Tim Robbins,English
פיץ' בלאק,Pitch Black,,2000,SF,OK,Vin Diesel,English
הכוכב האדום,Red Planet,,2000,SF,Good,Val Kilmer,English
סופרנובה,Supernova,,2000,SF,OK,Robin Tunney,English
אקס מן,X-Men,,2000,SF,Good,Hugh Jackman,English
דואטים,Duets,,2000,Musical,Very good,Gwyneth Paltrow,English
פתיון,Bait,,2000,Thriller,Good,Jamie Foxx,English
ממנטו,Memento,,2000,Thriller,Good,Guy Pearce,English
תשע מלכות,Nueve Reinas,Nine Queens,2000,Thriller,Less,,Spanish
פקודה לא חוקית,Rules of Engagement,,2000,Thriller,OK,Tommy Lee Jones,English
לצאת נקי,Sexy Beast,,2000,Thriller,Less,Ben Kingsley,English
לצאת נקי,Sexy Beast,,2000,Thriller,Less,Ben Kingsley,English
החוף,The Beach,,2000,Thriller,Good,Leonardo DiCaprio,English
רואה בקלפים,The Gift,,2000,Thriller,Very good,Cate Blanchett,English
דרכו של אקדח,The Way of the Gun,,2000,Thriller,Less,Juliette Lewis,English
רחובות מושחתים,The Yards,,2000,Thriller,Less,Mark Wahlberg,English
13 יום,Thirteen Days,,2000,Thriller,OK,Kevin Costner,English
טראפיק,Traffic,,2000,Thriller,Good,Michael Douglas,English
בלתי שביר,Unbreakable,,2000,Thriller,Good,Bruce Willis,English
מעבר לכל חשד,Under Suspicion,,2000,Thriller,OK,Morgan Freeman,English
המעקב,The Watcher,,2000,Thriller,Less,Keanu Reeves,English
אזעקת שווא,Fail Safe,,2000,War,Less,Richard Dreyfuss,English
גלדיאטור,Gladiator,,2000,War,Very good,Russell Crowe,English
הפטריוט,The Patriot,,2000,War,Good,Mel Gibson,English
מרד התרנגולים,Chicken Run,,2000,Animated,Very good,,English
הקיסר נפל על הראש,The Emperor's New Groove,,2000,Animated,Good,,English
טיטאן,Titan A.E.,,2000,Animated,OK,,English
הגרינץ',How the Grinch Stole Christmas,,2000,Family,OK,Jim Carrey,English
הרפתקאות רוקי ובולווינקל,The Adventures of Rocky & Bullwinkle,,2000,Family,OK,Robert De Niro,English
,A Better Way to Die,,2000,Action,Less,,English
המלאכים של צ'רלי,Charlie's Angels,,2000,Action,Good,Drew Barrymore,English
במעגל הנקמה,Get Carter,,2000,Action,Less,Sylvester Stallone,English
עקיצה ב-60 שניות,Gone in Sixty Seconds,,2000,Action,Good,Nicolas Cage,English
משימה בלתי אפשרית 2,Mission: Impossible II,,2000,Action,Good,Tom Cruise,English
סימן חיים,Proof of Life,,2000,Action,OK,Russell Crowe,English
משחק הצבאים,Reindeer Games,,2000,Action,OK,Ben Affleck,English
רומיאו חייב למות,Romeo Must Die,,2000,Action,Less,Jet Li,English
שאפט,Shaft,,2000,Action,Good,Samuel L. Jackson,English
סנאצ',Snatch.,,2000,Action,Good,Brad Pitt,English
טקסי 2,Taxi 2,,2000,Action,OK,,French
היום השישי,The 6th Day,,2000,Action,OK,Arnold Schwarzenegger,English
אמנות המלחמה,The Art of War,,2000,Action,OK,Wesley Snipes,English
מעבר לגבול הסכנה,Vertical Limit,,2000,Action,OK,Robin Tunney,English
"נמר, דרקון",Wo Hu Cang Long,"Crouching Tiger, Hidden Dragon",2000,Action,OK,,Asian
2000.1 החלל מת מצחוק,2001: A Space Travesty,,2000,Comedy,OK,Leslie Nielsen,English
2000.1 החלל מת מצחוק,2001: A Space Travesty,,2000,Comedy,OK,Leslie Nielsen,English
הרי את מכושפת לי,Bedazzled,,2000,Comedy,Good,Brendan Fraser,English
ביג מאמא,Big Momma's House,,2000,Comedy,Good,Martin Lawrence,English
,Dave Chappelle: Killin' Them Softly,,2000,Comedy,OK,Dave Chappelle,English
"אחי, איפה האוטו שלי?","Dude, Where's My Car?",,2000,Comedy,Good,Ashton Kutcher,English
שטן על הזמן,Little Nicky,,2000,Comedy,Good,Adam Sandler,English
"אני, עצמי ואיירין","Me, Myself & Irene",,2000,Comedy,Good,Jim Carrey,English
פגוש את ההורים,Meet the Parents ,,2000,Comedy,Good,Ben Stiller,English
הפרופסור המטורף 2,Nutty Professor II: The Klumps,,2000,Comedy,OK,Eddie Murphy,English
"אחי, איפה אתה?","O Brother, Where Art Thou",,2000,Comedy,OK,George Clooney,English
מת לצעוק,Scary Movie,,2000,Comedy,OK,Carmen Electra,English
אני יודע מה עשית בשישי האחרון,Shriek If You Know What I Did Last Friday the Thirteenth,,2000,Comedy,OK,,English
נוכלים קטנים,Small Time Crooks,,2000,Comedy,Less,Woody Allen,English
המחליפים,The Replacements,,2000,Comedy,OK,Keanu Reeves,English
על בנים ועל בנות,Boys and Girls,,2000,Comedy,OK,Jason Biggs,English
חופשיות על הבר,Coyote Ugly,,2000,Comedy,Very good,Maria Bello,English
מקריות משמחת,Happy Accidents,,2000,Comedy,Less,Marisa Tomei,English
יולי,Im Juli.,,2000,Comedy,Less,,German
לתפוס את החתן,It Had to Be You,,2000,Comedy,,Natasha Henstridge,English
לשמור אמונים,Keeping the Faith,,2000,Comedy,Good,Ben Stiller,English
על אהבה וטעמים אחרים,Le Goût Des Autres,The Taste of Others,2000,Comedy,Less,,French
מספרי מזל,Lucky Numbers,,2000,Comedy,OK,John Travolta,English
מלנה,Malèna,,2000,Comedy,Less,Monica Bellucci,Italian
איזה מין שוטרת,Miss Congeniality,,2000,Comedy,Good,Sandra Bullock,English
האחות בטי,Nurse Betty,,2000,Comedy,Good,Renée Zellweger,English
האהבה על פי סטיב,The Tao of Steve,,2000,Comedy,Less,,English
אשה על הגובה,Woman on Top,,2000,Comedy,Less,Penélope Cruz,English
100 בנות,100 Girls,,2000,Comedy,OK,Jaime Pressly,English
מעודדות צמודות,Bring It On,,2000,Comedy,OK,,English
קווין ופרי קורעים את אי,Kevin and Perry Go Large,,2000,Comedy,OK,,English
לוזר,Loser,,2000,Comedy,OK,Jason Biggs,English
רוד טריפ,Road Trip,,2000,Comedy,Good,Amy Smart,English
שנחאי נון,Shanghai Noon,,2000,Comedy,OK,Jackie Chan,English
ללכת על הכל,The Whole Nine Yards,,2000,Comedy,Very good,Bruce Willis,English
נפלאות התבונה,A Beautiful Mind,,2001,Drama,Good,Russell Crowe,English
,Bella Martha,,2001,Drama,Good,,German
לבבות באטלנטיס,Hearts in Atlantis,,2001,Drama,Less,Anthony Hopkins,English
קוראים לי סם,I Am Sam,,2001,Drama,OK,Sean Penn,English
קיי פקס,K-Pax,,2001,Drama,Good,Kevin Spacey,English
אבודות והוזות,Lost and Delirious,,2001,Drama,OK,Piper Perabo,English
סקס ולוסיה,Lucía y el Sexo,Sex and Lucia,2001,Drama,OK,,Spanish
מונסטר בול,Monster's Ball,,2001,Drama,OK,Billy Bob Thornton,English
שטח הפקר,No Man's Land,,2001,Drama,OK,,Norw-Fin-Swed
דור הפרוזק,Prozac Nation,,2001,Drama,Less,Christina Ricci,English
טייפ,Tape,,2001,Drama,OK,Uma Thurman,English
המאמין,The Believer,,2001,Drama,OK,Ryan Gosling,English
המבצר האחרון,The Last Castle,,2001,Drama,Good,Robert Redford,English
האיש שתבע את אלוהים,The Man Who Sued God,,2001,Drama,Less,,English
שנינות,Wit,,2001,Drama,OK,Emma Thompson,English
העולם שבפנים,Ghost World,,2001,Drama,Less,Scarlett Johansson,English
